Date	Infiltration
01/01/1990	0.659937162
02/01/1990	0.476032702
03/01/1990	0.238007849
04/01/1990	0.119001797
05/01/1990	0.059500366
06/01/1990	1.13060184
07/01/1990	1.7915904
08/01/1990	1.43921664
09/01/1990	0.929219185
10/01/1990	0.46457721
11/01/1990	0.232280511
12/01/1990	0.116138226
13/01/1990	0.657583377
14/01/1990	1.347000164
15/01/1990	1.103963614
16/01/1990	0.551936084
17/01/1990	0.87764303
18/01/1990	0.916709668
19/01/1990	0.458323315
20/01/1990	0.229153771
21/01/1990	0.114574916
22/01/1990	0.057286964
23/01/1990	1.95858432
24/01/1990	3.55110912
25/01/1990	4.40211456
26/01/1990	6.26351616
27/01/1990	7.1442432
28/01/1990	5.09787648
29/01/1990	3.25859328
30/01/1990	2.59365888
31/01/1990	2.61868032
01/02/1990	3.23606016
02/02/1990	2.51486208
03/02/1990	1.29509515
04/02/1990	0.677605465
05/02/1990	0.338785501
06/02/1990	2.13249024
07/02/1990	4.10517504
08/02/1990	3.2272128
09/02/1990	2.08783872
10/02/1990	4.17083904
11/02/1990	9.88084224
12/02/1990	12.24834048
13/02/1990	12.10346496
14/02/1990	12.69485568
15/02/1990	9.72559872
16/02/1990	6.41253888
17/02/1990	4.15535616
18/02/1990	2.077056
19/02/1990	1.038337685
20/02/1990	0.5191284
21/02/1990	0.259554088
22/02/1990	0.129774516
23/02/1990	0.064886625
24/02/1990	0.032443154
25/02/1990	0.214724128
26/02/1990	1.62114048
27/02/1990	2.31234048
28/02/1990	2.23561728
01/03/1990	1.707264
02/03/1990	0.853489267
03/03/1990	0.42671731
04/03/1990	0.213351819
05/03/1990	0.106674201
06/03/1990	0.053336673
07/03/1990	0.02666823
08/03/1990	0.013334088
09/03/1990	0.006667037
10/03/1990	0.003333517
11/03/1990	0.001666758
12/03/1990	0.000833379
13/03/1990	0.13524574
14/03/1990	0.174722089
15/03/1990	0.087359896
16/03/1990	0.043679661
17/03/1990	0.021839758
18/03/1990	0.010919861
19/03/1990	0.005459926
20/03/1990	0.002729962
21/03/1990	0.001364981
22/03/1990	0.00068249
23/03/1990	0.000341245
24/03/1990	0.000170623
25/03/1990	8.53113E-05
26/03/1990	4.26556E-05
27/03/1990	2.13278E-05
28/03/1990	1.06639E-05
29/03/1990	5.33195E-06
30/03/1990	2.66598E-06
31/03/1990	1.33299E-06
01/04/1990	6.66493E-07
02/04/1990	0
03/04/1990	0
04/04/1990	0
05/04/1990	0
06/04/1990	0.224236077
07/04/1990	0.290233829
08/04/1990	0.145113749
09/04/1990	0.072556084
10/04/1990	0.036277844
11/04/1990	0.018138873
12/04/1990	0.009069424
13/04/1990	0.016865245
14/04/1990	0.226323031
15/04/1990	0.278456666
16/04/1990	0.13922543
17/04/1990	0.199906984
18/04/1990	0.225978274
19/04/1990	0.177865362
20/04/1990	0.281346435
21/04/1990	0.60215634
22/04/1990	0.769743572
23/04/1990	0.796290712
24/04/1990	0.659746198
25/04/1990	0.378294562
26/04/1990	0.189141903
27/04/1990	0.094569612
28/04/1990	0.047284469
29/04/1990	0.02364215
30/04/1990	0.011821054
01/05/1990	0.005910522
02/05/1990	0.002955259
03/05/1990	0.001477629
04/05/1990	0.000738815
05/05/1990	0.000369407
06/05/1990	0.000184704
07/05/1990	0.119328194
08/05/1990	0.154377336
09/05/1990	0.077187773
10/05/1990	0.038593662
